record_id,type_of_reference,authors,title,secondary_title,language,keywords,abstract,author_address,custom3,issn,date,year,volume,number,start_page,end_page,doi,custom6,accession_number,notes,custom7,asreview_prior,exported_notes_1,included,asreview_ranking
0,JOUR,"['Rounds, CI', 'Arnold, TW', 'Chun, CL', 'Dumke, J', 'Totsch, A', 'Keppers, A', 'Edblad, K', 'García, SM', 'Larson, ER', 'Nelson, JKR', 'Hansen, GJA']",Aquatic invasive species exhibit contrasting seasonal detectability patterns based on environmental DNA: Implications for monitoring,FRESHWATER BIOLOGY,English,"['Bayesian hierarchical models', 'Bythotrephes longimanus', 'Cyprinus carpio', 'Dreissena polymorpha', 'Faxonius rusticus', 'life history', 'multi-species monitoring', 'occupancy model', 'seasonality', 'SPINY WATER FLEA', 'DREISSENA-POLYMORPHA', 'ZEBRA MUSSEL', 'EDNA', 'FISH', 'BYTHOTREPHES', 'OCCUPANCY', 'ABUNDANCE', 'LAKE', 'SURVEILLANCE']","Aquatic invasive species (AIS) are a global threat to freshwater biodiversity and ecosystem services. Documenting AIS prevalence at broad spatial scales is critical to effective management and early detection. However, conventional monitoring for AIS is costly and is rarely applied at the resolution and scale required for effective management. Monitoring of AIS using environmental DNA (eDNA) has the potential to enable broadscale surveillance at a fraction of the cost of conventional methods, but key questions must first be addressed related to how eDNA detection probability varies among environments, seasons, and multiple species with different life histories. To quantify spatiotemporal variation in the detection probability of AIS using eDNA sampling, we surveyed 20 lakes with known populations of four aquatic invasive species: common carp (Cyprinus carpio), rusty crayfish (Faxonius rusticus), spiny waterflea (Bythotrephes longimanus), and zebra mussels (Dreissena polymorpha). We collected water samples at 10 locations per lake, five times throughout the open water season resulting in a total of 1,000 water samples. Quantitative polymerase chain reaction was used with species-specific assays to determine the presence of each species' eDNA in water samples. With Bayesian occupancy models, we quantified the effects of lake and site characteristics and Julian date on eDNA detection probability. The probability of eDNA detection varied seasonally, and the seasonal variation was species-specific and related to species life histories. Zebra mussel eDNA was generally the most detectable among the species we targeted, and detection probability peaked in midsummer when only six water samples were required to achieve a 95% probability of detection (80% Bayesian credible interval: 3-12 samples). Spiny waterflea eDNA detections also peaked in mid to late summer, but were overall the most difficult species to detect, requiring 160 samples for a 95% probability of detection (80% Bayesian credible interval: 67-1,616 samples). Common carp eDNA was most detectable in the spring and rusty crayfish eDNA was most detectable in the early autumn, corresponding to key life history events. Sampling for eDNA during the optimal time of the year for each species decreased the number of samples required to reach a 95% probability of detection by an order of magnitude or more. Our results are relevant for decision makers interested in using eDNA as a multi-species monitoring tool and highlight the importance of life history in the efficacy of eDNA monitoring.","Univ Minnesota, Dept Fisheries Wildlife & Conservat Biol, St Paul, MN 55455 USA",University of Minnesota System,0046-5070,OCT,2024,69,10,1479,1493,10.1111/fwb.14320,Aug-24,WOS:001292709300001,"['Times Cited in Web of Science Core Collection:  0', 'Total Times Cited:  0', 'Cited Reference Count:  108']",,0,,0,26
49,JOUR,"['Lacoursière-Roussel, A', 'Dubois, Y', 'Normandeau, E', 'Bernatchez, L']",Improving herpetological surveys in eastern North America using the environmental DNA method,GENOME,English,"['amphibian', 'reptile', 'monitoring', 'eDNA metabarcoding', 'qPCR', 'ESTIMATING SITE OCCUPANCY', 'DETECTION PROBABILITY PARAMETERS', 'QUANTITATIVE EVIDENCE', 'POPULATION TRENDS', 'ABUNDANCE', 'EDNA', 'BIODIVERSITY', 'AMPHIBIANS', 'BARCODE', 'CAPTURE']","Among vertebrates, herpetofauna has the highest proportion of declining species. Detection of environmental DNA (eDNA) is a promising method towards significantly increasing large-scale herpetological conservation efforts. However, the integration of eDNA results within a management framework requires an evaluation of the efficiency of the method in large natural environments and the calibration of eDNA surveys with the quantitative monitoring tools currently used by conservation biologists. Towards this end, we first developed species-specific primers to detect the wood turtle (Glyptemys insculpta) a species at risk in Canada, by quantitative PCR (qPCR). The rate of eDNA detection obtained by qPCR was also compared to the relative abundance of this species in nine rivers obtained by standardized visual surveys in the Province of Quebec (Canada). Second, we developed multi-species primers to detect North American amphibian and reptile species using eDNA metabarcoding analysis. An occurrence index based on the distribution range and habitat type was compared with the eDNA metabarcoding dataset from samples collected in seven lakes and five rivers. Our results empirically support the effectiveness of eDNA metabarcoding to characterize herpetological species distributions. Moreover, detection rates provided similar results to standardized visual surveys currently used to develop conservation strategies for the wood turtle. We conclude that eDNA detection rates may provide an effective semiquantitative survey tool, provided that assay calibration and standardization is performed.","Univ Laval, Inst Biol Integrat & Syst, Pavillon Charles Eugene Marchand, Quebec City, PQ G1V 0A6, Canada",Laval University,0831-2796,NOV,2016,59,11,991,1007,10.1139/gen-2015-0218,,WOS:000388095000009,"['Times Cited in Web of Science Core Collection:  58', 'Total Times Cited:  71', 'Cited Reference Count:  89']",,0,,0,27
9,JOUR,"['Fediajevaite, J', 'Priestley, V', 'Arnold, R', 'Savolainen, V']","Meta-analysis shows that environmental DNA outperforms traditional surveys, but warrants better reporting standards",ECOLOGY AND EVOLUTION,English,"['ecological survey', 'environmental DNA', 'meta&#8208', 'analysis', 'probability of detection', 'species detection', 'traditional methods', 'GREAT CRESTED NEWT', 'CHAIN-REACTION PCR', 'REAL-TIME PCR', 'EDNA', 'BIODIVERSITY', 'DETECT', 'OCCUPANCY', 'QUANTIFICATION', 'EFFICIENCY', 'AMPHIBIANS']","Decades of environmental DNA (eDNA) method application, spanning a wide variety of taxa and habitats, has advanced our understanding of eDNA and underlined its value as a tool for conservation practitioners. The general consensus is that eDNA methods are more accurate and cost-effective than traditional survey methods. However, they are formally approved for just a few species globally (e.g., Bighead Carp, Silver Carp, Great Crested Newt). We conducted a meta-analysis of studies that directly compare eDNA with traditional surveys to evaluate the assertion that eDNA methods are consistently ""better."" Environmental DNA publications for multiple species or single macro-organism detection were identified using the Web of Science, by searching ""eDNA"" and ""environmental DNA"" across papers published between 1970 and 2020. The methods used, focal taxa, habitats surveyed, and quantitative and categorical results were collated and analyzed to determine whether and under what circumstances eDNA outperforms traditional surveys. Results show that eDNA methods are cheaper, more sensitive, and detect more species than traditional methods. This is, however, taxa-dependent, with amphibians having the highest potential for detection by eDNA survey. Perhaps most strikingly, of the 535 papers reviewed just 49 quantified the probability of detection for both eDNA and traditional survey methods and studies were three times more likely to give qualitative statements of performance. Synthesis and applications: The results of this meta-analysis demonstrate that where there is a direct comparison, eDNA surveys of macro-organisms are more accurate and efficient than traditional surveys. This conclusion, however, is based on just a fraction of available eDNA papers as most do not offer this granularity. We recommend that conclusions are substantiated with comparable and quantitative data. Where a direct comparison has not been made, we caution against the use of qualitative statements about relative performance. This consistency and rigor will simplify how the eDNA research community tracks methods-based advances and will also provide greater clarity for conservation practitioners. To this end suggest reporting standards for eDNA studies.","Imperial Coll London, Dept Life Sci, Silwood Pk Campus, London SL5 7PY, England",Imperial College London,2045-7758,MAY,2021,11,9,4803,4815,10.1002/ece3.7382,Mar-21,WOS:000630032200001,"['Times Cited in Web of Science Core Collection:  103', 'Total Times Cited:  119', 'Cited Reference Count:  131']",,0,,0,28
28,JOUR,"['Strickland, GJ', 'Roberts, JH']",Utility of eDNA and occupancy models for monitoring an endangered fish across diverse riverine habitats,HYDROBIOLOGIA,English,"['Detection probability', 'Environmental DNA', 'Occupancy model', 'Stream fish', 'Turbidity', 'Warmwater stream', 'ENVIRONMENTAL DNA ANALYSIS', 'CONSERVATION', 'TEMPERATURE', 'ABUNDANCE']","Environmental DNA (eDNA) studies show great promise for non-invasive surveys of aquatic organisms, but should account for imperfect detection and the influences of biotic and abiotic conditions on detection. We evaluated an eDNA protocol for Roanoke logperch (RLP) Percina rex, an endangered fish of the eastern United States occupying habitats ranging from cold, clear creeks to warm, turbid rivers. We assayed water samples from streams presumed likely to be occupied or unoccupied by RLP based on previous fish surveys. Data were analyzed using multi-scale occupancy models that estimated occurrence and detection probability at the scales of sites, replicate water filters, and replicate PCR reactions, and environmental influences on these probabilities. We detected RLP eDNA at 11 of 12 sites in occupied streams and no sites in presumed-unoccupied streams. In best-supported models, detection was positively related to an index of fish density, whereas other environmental factors had no consistent effects. This approach had a higher detection rate and lower sensitivity to sampling conditions than traditional techniques like snorkeling and electrofishing, suggesting it could provide a powerful tool for assessing the distribution of this and other rare fishes that occur across a wide range of fluvial habitats.","Georgia Southern Univ, Dept Biol, 4324 Old Register Rd, Statesboro, GA 30460 USA",University System of Georgia,0018-8158,JAN,2019,826,1,129,144,10.1007/s10750-018-3723-8,,WOS:000450842300008,"['Times Cited in Web of Science Core Collection:  35', 'Total Times Cited:  45', 'Cited Reference Count:  60']",,0,,0,29
47,JOUR,"['Smart, AS', 'Weeks, AR', 'van Rooyen, AR', 'Moore, A', 'McCarthy, MA', 'Tingley, R']",Assessing the cost-efficiency of environmental DNA sampling,METHODS IN ECOLOGY AND EVOLUTION,English,"['cost-effectiveness', 'detectability', 'detection probability', 'detection rate', 'environmental DNA', 'invasive species', 'optimal survey design', 'EDNA', 'BIODIVERSITY', 'POPULATION', 'NEWTS']","Environmental DNA (eDNA) sampling can be a highly sensitive method for detecting aquatic taxa; however, the cost-efficiency of this technique relative to traditional methods has not been rigorously assessed. We show how methods that account for imperfect and stochastic detection can be used to (i) determine the optimal allocation of survey effort with eDNA sampling for a fixed budget (i.e. identify the optimal combination of water samples vs. site visits), and (ii) assess the cost-efficiency of eDNA sampling relative to traditional survey techniques. We illustrate this approach by comparing eDNA sampling and bottle-trapping for an exotic newt species (Lissotriton v. vulgaris) recently detected in Melbourne, Australia. Bottle traps produced much lower detection rates than eDNA sampling, but the cost-efficiency of the two methods can be similar because bottle-trapping is cheaper per sample. The relative cost-efficiency of the two sampling methods was sensitive to the available survey budget, the costs of eDNA primer/probe development and sample processing and the number of positive quantitative PCR assays (qPCRs) used to designate a water sample as positive for newt DNA. Environmental DNA sampling was more cost-efficient than bottle-trapping for small to intermediate budgets when primer/probe development and sample processing costs were low, and 1/4 or 2/4 positive qPCRs were used to label a water sample as positive for newt eDNA. However, bottle traps were generally more cost-efficient than eDNA sampling when primer/probe development and sample processing costs were high, regardless of qPCR threshold or survey budget. Traditional sampling methods may achieve lower detection probabilities compared to eDNA sampling, but the totality of costs can make eDNA sampling less efficient than traditional techniques in some circumstances. Our approach provides a quantitative framework for determining how many water samples and site visits are required to maximize detection probabilities with eDNA sampling, and can calculate the cost-efficiency of any sampling method.","Univ Melbourne, Sch Biosci, Parkville, Vic 3010, Australia",University of Melbourne,2041-210X,NOV,2016,7,11,1291,1298,10.1111/2041-210X.12598,,WOS:000387669600004,"['Times Cited in Web of Science Core Collection:  111', 'Total Times Cited:  131', 'Cited Reference Count:  35']",,0,,0,30
15,JOUR,"['Prié, V', 'Danet, A', 'Valentini, A', 'Lopes-Lima, M', 'Taberlet, P', 'Besnard, A', 'Roset, N', 'Gargominy, O', 'Dejean, T']",Conservation assessment based on large-scale monitoring of eDNA: Application to freshwater mussels,BIOLOGICAL CONSERVATION,English,"['Freshwater bivalves', 'Environmental DNA', 'Detection probability', 'Invasive species', 'Distribution', 'Conservation', 'R PACKAGE', 'BIVALVIA', 'DENSITY', 'MODELS']","Environmental DNA (eDNA) analysis allows efficient surveys of freshwater species and is being increasingly used. However, because different authors use different methods, eDNA data cannot easily be summarised for a global overview. One promising approach is to standardise methods for long-term monitoring. Standardised eDNA metabarcoding methods have been implemented in France for an elusive group: freshwater bivalves. All French bivalve species can be detected and identified at each sampling site. Here, we analyse this comprehensive dataset (280 sites across all France; 40 species) to investigate detection probabilities, infer species distributions and reassess conservation status, and finally examine community patterns (richness) and their determinants. Our method gave over 95 % probability of detection for most species. Species distributions inferred from eDNA sampling were compared with currently known distributions. Four invasive species and one species of conservation concern were found outside their known range. Others were found in a surprisingly small number of localities, although they are currently thought to be widespread and not of conservation concern. Indeed, the databases currently used to determine conservation status are biased by the inclusion of old data, mainly based on shell records only, and may include misidentified species. The main drivers of species richness were latitude and distance from the spring. Co-occurrence of species was investigated for the first time. The results highlight the valuable data that eDNA analysis can provide when used on a large scale, for monitoring and ecological studies, as well as providing improved species distributions, which are essential for conservation policymaking.","MNHN, Inst Systemat Evolut Biodivers ISYEB, CNRS, SU,EPHE,UA, CP 51,57 Rue Cuvier, F-75005 Paris, France",Universite PSL,0006-3207,JUL,2023,283,,,,10.1016/j.biocon.2023.110089,May-23,WOS:000993920700001,"['Times Cited in Web of Science Core Collection:  8', 'Total Times Cited:  8', 'Cited Reference Count:  49']",110089,0,,0,31
6,JOUR,"['Buxton, AS', 'Groombridge, JJ', 'Griffiths, RA']",Seasonal variation in environmental DNA detection in sediment and water samples,PLOS ONE,English,"['GREAT CRESTED NEWT', 'EXTRACTION METHODS', 'EXTRACELLULAR DNA', 'SITE OCCUPANCY', 'CLAY-MINERALS', 'EDNA', 'CONSERVATION', 'DEGRADATION', 'PERSISTENCE', 'ADSORPTION']","The use of aquatic environmental DNA (eDNA) to detect the presence of species depends on the seasonal activity of the species in the sampled habitat. eDNA may persist in sediments for longer than it does in water, and analysing sediment could potentially extend the seasonal window for species assessment. Using the great crested newt as a model, we compare how detection probability changes across the seasons in eDNA samples collected from both pond water and pond sediments. Detection of both aquatic and sedimentary eDNA varied through the year, peaking in the summer (July), with its lowest point in the winter (January): in all seasons, detection probability of eDNA from water exceeded that from sediment. Detection probability of eDNA also varied between study areas, and according to great crested newt habitat suitability and sediment type. As aquatic and sedimentary eDNA show the same seasonal fluctuations, the patterns observed in both sample types likely reflect current or recent presence of the target species. However, given the low detection probabilities found in the autumn and winter we would not recommend using either aquatic or sedimentary eDNA for year-round sampling without further refinement and testing of the methods.","Univ Kent, Durrell Inst Conservat & Ecol, Sch Anthropol & Conservat, Marlowe Bldg, Canterbury, Kent, England",University of Kent,1932-6203,19-Jan,2018,13,1,,,10.1371/journal.pone.0191737,,WOS:000422911300126,"['Times Cited in Web of Science Core Collection:  67', 'Total Times Cited:  76', 'Cited Reference Count:  67']",e0191737,0,,0,32
38,JOUR,"['Vörös, J', 'Márton, O', 'Schmidt, BR', 'Gál, JT', 'Jelic, D']",Surveying Europe's Only Cave-Dwelling Chordate Species (<i>Proteus anguinus</i>) Using Environmental DNA,PLOS ONE,English,"['GROUNDWATER BIODIVERSITY', 'EUPROCTUS-ASPER', 'EDNA', 'CONSERVATION', 'PROTEIDAE', 'SALAMANDER', 'EVOLUTION', 'RICHNESS', 'TOOL']","In surveillance of subterranean fauna, especially in the case of rare or elusive aquatic species, traditional techniques used for epigean species are often not feasible. We developed a non-invasive survey method based on environmental DNA (eDNA) to detect the presence of the red-listed cave-dwelling amphibian, Proteus anguinus, in the caves of the Dinaric Karst. We tested the method in fifteen caves in Croatia, from which the species was previously recorded or expected to occur. We successfully confirmed the presence of P. anguinus from ten caves and detected the species for the first time in five others. Using a hierarchical occupancy model we compared the availability and detection probability of eDNA of two water sampling methods, filtration and precipitation. The statistical analysis showed that both availability and detection probability depended on the method and estimates for both probabilities were higher using filter samples than for precipitation samples. Combining reliable field and laboratory methods with robust statistical modeling will give the best estimates of species occurrence.","Hungarian Nat Hist Museum, Dept Zool, Budapest, Hungary",Hungarian Academy of Sciences,1932-6203,27-Jan,2017,12,1,,,10.1371/journal.pone.0170945,,WOS:000396211400022,"['Times Cited in Web of Science Core Collection:  62', 'Total Times Cited:  74', 'Cited Reference Count:  66']",e0170945,0,,0,33
21,JOUR,"['Wilcox, TM', 'McKelvey, KS', 'Young, MK', 'Sepulveda, AJ', 'Shepard, BB', 'Jane, SF', 'Whiteley, AR', 'Lowe, WH', 'Schwartz, MK']",Understanding environmental DNA detection probabilities: A case study using a stream-dwelling char <i>Salvelinus fontinalis</i>,BIOLOGICAL CONSERVATION,English,"['eDNA', 'Stream', 'Detection', 'Sampling', 'Genetics', 'Fish', 'ESTIMATING SITE OCCUPANCY', 'REAL-TIME PCR', 'PARTICLE-TRANSPORT', 'BROOK TROUT', 'EDNA', 'DEPOSITION', 'BASIN', 'RATES']","Environmental DNA sampling (eDNA) has emerged as a powerful tool for detecting aquatic animals. Previous research suggests that eDNA methods are substantially more sensitive than traditional sampling. However, the factors influencing eDNA detection and the resulting sampling costs are still not well understood. Here we use multiple experiments to derive independent estimates of eDNA production rates and downstream persistence from brook trout (Salvelinus fontinalis) in streams. We use these estimates to parameterize models comparing the false negative detection rates of eDNA sampling and traditional backpack electrofishing. We find that using the protocols in this study eDNA had reasonable detection probabilities at extremely low animal densities (e.g., probability of detection 0.18 at densities of one fish per stream kilometer) and very high detection probabilities at population-level densities (e.g., probability of detection >0.99 at densities of >= 3 fish per 100 m). This is substantially more sensitive than traditional electrofishing for determining the presence of brook trout and may translate into important cost savings when animals are rare. Our findings are consistent with a growing body of literature showing that eDNA sampling is a powerful tool for the detection of aquatic species, particularly those that are rare and difficult to sample using traditional methods. (C) 2015 The Authors. Published by Elsevier Ltd.","US Forest Serv, USDA, Natl Genom Ctr Wildlife & Fish Conservat, Rocky Mt Res Stn, Missoula, MT 59801 USA",United States Department of Agriculture (USDA),0006-3207,FEB,2016,194,,209,216,10.1016/j.biocon.2015.12.023,,WOS:000369456300024,"['Times Cited in Web of Science Core Collection:  278', 'Total Times Cited:  324', 'Cited Reference Count:  51']",,0,,0,34
10,JOUR,"['Rice, CJ', 'Larson, ER', 'Taylor, CA']",Environmental DNA detects a rare large river crayfish but with little relation to local abundance,FRESHWATER BIOLOGY,English,"['coldwater crayfish', 'detection probability', 'eDNA', 'Faxonius eupunctus', 'occupancy estimation', 'STREAM-DWELLING CRAYFISH', 'DETECTION PROBABILITIES', 'ORCONECTES-EUPUNCTUS', 'INVASIVE CRAYFISHES', 'SAMPLING METHODS', 'EDNA DETECTS', 'LIFE-HISTORY', 'HABITAT USE', 'WATER', 'OCCUPANCY']","Environmental DNA (eDNA) is DNA extracted from environmental samples (e.g. water) that can be used to infer presence or abundance of species, sometimes with greater sensitivity than conventional sampling methods. Previous eDNA applications to lotic ecosystems have shown promise in accurately inferring species presence, although studies attempting to estimate species abundance have had mixed results. This may be because eDNA applications in lotic environments are challenged by directional streamflow, which has the potential to transport detectable eDNA downstream from its source. Our study sought to evaluate whether results from eDNA corresponded well with the presence and abundance of the narrowly endemic, large river specialist crayfish Faxonius eupunctus obtained through a rigorous, well-tested conventional sampling method, or instead, if downstream eDNA transport in this large river system might overwhelm the effect of local species abundance. We used a species-specific quantitative PCR (qPCR) assay to amplify F.eupunctus eDNA collected in surface water samples from streus eDams within the Eleven Point River drainage, Arkansas and Missouri, U.S.A. We estimated F.eupunctNA detection probabilities and examined relationships between eDNA detection probability and site-scale variables using a hierarchical occupancy and detection probability modelling framework. Results from eDNA sampling showed 90% agreement relative to our conventional sampling method in estimating F.eupunctus presence, although eDNA failed to detect F.eupunctus eDNA at two upstream sites where conventional sampling detected F.eupunctus individuals. We found a poor relationship between F.eupunctus eDNA detection probability and local F.eupunctus abundance, and a strong relationship between eDNA detection probability and upstream river distance, which we used as a proxy for the risk of downstream transport of eDNA from upstream F.eupunctus populations. Our results demonstrate eDNA is a largely reliable tool for estimating the presence of benthic organisms in large, freshwater rivers. However, the likelihood of detecting F.eupunctus eDNA presence in our study increased as we moved down the stream network, even though local species abundances were greatest at more upstream locations. Therefore, the ability of eDNA to accurately reflect species presence or abundance in some lotic environments may be hindered by the downstream transport of detectable eDNA.","Univ Illinois, Illinois Nat Hist Survey, Prairie Res Inst, Champaign, IL 61820 USA",University of Illinois System,0046-5070,MAY,2018,63,5,443,455,10.1111/fwb.13081,,WOS:000428995400004,"['Times Cited in Web of Science Core Collection:  45', 'Total Times Cited:  54', 'Cited Reference Count:  74']",,0,,0,35
19,JOUR,"['Tingley, R', 'Greenlees, M', 'Oertel, S', 'van Rooyen, AR', 'Weeks, AR']",Environmental DNA sampling as a surveillance tool for cane toad <i>Rhinella marina</i> introductions on offshore islands,BIOLOGICAL INVASIONS,English,"['eDNA', 'Containment', 'Detection probability', 'Islands', 'Sensitivity', 'Surveillance', 'OCCUPANCY']","Containing the spread of established invasive species is critical for minimizing their ecological impact. Effective containment requires sensitive sampling methods capable of detecting new introductions when invaders are at low density. Here we explore whether environmental DNA (eDNA) sampling could be used as a surveillance tool to detect new incursions of aquatic invasive species on offshore islands. We develop an eDNA molecular assay for invasive cane toads (Rhinella marina) in Australia, validate our assay on the mainland, and apply it to an offshore island (Moreton Island) that is a target of ongoing cane toad surveillance. Our eDNA assay correctly identified four mainland sites at which cane toads were observed, as well as a fifth site within 1km of known populations. Five additional sites outside the cane toad's current distribution tested negative for cane toad eDNA. Site occupancy detection models indicated that two water samples and three qPCR replicates were sufficient to achieve a cumulate detection probability>0.95. Applying our eDNA assay to samples from 19 sites on an offshore island over a 2-year period revealed the absence of cane toad eDNA, in line with our current understanding of cane toad distribution. Our results suggest that eDNA sampling could be strategically applied to meet the Australian Commonwealth's objective of maintaining cane toad-free offshore islands.","Univ Melbourne, Sch BioSci, Parkville, Vic 3010, Australia",University of Melbourne,1387-3547,JAN,2019,21,1,1,6,10.1007/s10530-018-1810-4,,WOS:000456921100001,"['Times Cited in Web of Science Core Collection:  17', 'Total Times Cited:  19', 'Cited Reference Count:  18']",,0,,0,36
20,JOUR,"['Peterson, DL', 'Allen, MC', 'Vastano, A', 'Lockwood, JL']",Evaluation of sample collection and storage protocols for surface eDNA surveys of an invasive terrestrial insect,ENVIRONMENTAL DNA,English,"['biosecurity', 'detection probability', 'early detection', 'invasive species', 'Lycorma delicatula', 'terrestrial sampling', 'ENVIRONMENTAL DNA', 'LYCORMA-DELICATULA', 'INHIBITION', 'EXTRACTION', 'PCR', 'DEGRADATION', 'TEMPERATURE', 'ERADICATION', 'DYNAMICS']","Environmental DNA surveys have revolutionized monitoring of rare or cryptic species and species inhabiting areas where conventional sampling is difficult or dangerous. Recent advancements within terrestrial environments include the capture of eDNA deposited by animals on surfaces such as tree bark and foliage, hereafter ""surface eDNA."" Notably, a technique which uses commercial paint rollers to aggregate surface eDNA has been deployed with success to detect the presence of forest insect pests providing a potentially powerful new management tool. However, before widespread adoption is feasible, the efficiency and logistics of roller sample collection and study design, especially relative to realistic survey conditions, must be evaluated. We compared the performance of two DNA preservation treatments-cold and ethanol-on their ability to reduce the loss of captured eDNA on rollers over time. Additionally, we evaluated how the detection probability of our target species, the spotted lanternfly (Lycorma delicatula), varied with sampling effort (time spent rolling per sample) and the initial quantity of eDNA present. Finally, we evaluated how the number of trees sampled per roller influenced the final concentrations of lanternfly eDNA remaining on the roller. We found storing rollers with ethanol or cold temperatures resulted in 3-10-fold greater concentrations of experimentally controlled eDNA relative to no treatment after 24 h. Detection probability declined as the amount of lanternfly eDNA decreased, but did not change in response to sampling effort over sample time (10-80 s/tree). Finally, recovered lanternfly eDNA decreased as more trees were sampled by a single roller-a 91% reduction after 7 trees-potentially due to captured DNA being transferred back from the roller onto the bark. Our results provide improved guidance for deploying roller surface eDNA methods for spotted lanternfly surveys, and for invasive insect pest surveillance and monitoring programs generally.","Rutgers State Univ, Dept Ecol Evolut & Nat Resources, New Brunswick, NJ 08901 USA",Rutgers University System,2637-4943,NOV,2022,4,6,1201,1211,10.1002/edn3.314,,WOS:001302748500015,"['Times Cited in Web of Science Core Collection:  9', 'Total Times Cited:  9', 'Cited Reference Count:  47']",,0,,0,37
17,JOUR,"['Díaz-Ferguson, EE', 'Moyer, GR']","History, applications, methodological issues and perspectives for the use of environmental DNA (eDNA) in marine and freshwater environments",REVISTA DE BIOLOGIA TROPICAL,English,"['environmental DNA (eDNA)', 'detection probability', 'occupancy models', 'persistence', 'metabarcode', 'minibarcode', 'BIODIVERSITY', 'CONSERVATION', 'DEGRADATION', 'EXTRACTION', 'CHALLENGES', 'OCCUPANCY', 'ABUNDANCE', 'FORENSICS', 'GENETICS', 'DRIVERS']","Genetic material (short DNA fragments) left behind by species in nonliving components of the environment (e.g. soil, sediment, or water) is defined as environmental DNA (eDNA). This DNA has been previously described as particulate DNA and has been used to detect and describe microbial communities in marine sediments since the mid-1980's and phytoplankton communities in the water column since the early-1990's. More recently, eDNA has been used to monitor invasive or endangered vertebrate and invertebrate species. While there is a steady increase in the applicability of eDNA as a monitoring tool, a variety of eDNA applications are emerging in fields such as forensics, population and community ecology, and taxonomy. This review provides scientist with an understanding of the methods underlying eDNA detection as well as applications, key methodological considerations, and emerging areas of interest for its use in ecology and conservation of freshwater and marine environments.","Auburn Univ, Dept Fisheries & Allied Aquacultures, Auburn, AL 36849 USA",Auburn University System,0034-7744,DEC,2014,62,4,1273,1284,10.15517/rbt.v62i4.13231,,WOS:000347141900002,"['Times Cited in Web of Science Core Collection:  65', 'Total Times Cited:  90', 'Cited Reference Count:  73']",,0,,0,38
35,JOUR,"['Willoughby, JR', 'Wijayawardena, BK', 'Sundaram, M', 'Swihart, RK', 'Dewoody, JA']",The importance of including imperfect detection models in eDNA experimental design,MOLECULAR ECOLOGY RESOURCES,English,"['environmental DNA', 'occupancy model', 'probability of detection', 'sampling effort', 'ENVIRONMENTAL DNA', 'OCCUPANCY']","Environmental DNA (eDNA) is DNA that has been isolated from field samples, and it is increasingly used to infer the presence or absence of particular species in an ecosystem. However, the combination of sampling procedures and subsequent molecular amplification of eDNA can lead to spurious results. As such, it is imperative that eDNA studies include a statistical framework for interpreting eDNA presence/absence data. We reviewed published literature for studies that utilized eDNA where the species density was known and compared the probability of detecting the focal species to the sampling and analysis protocols. Although biomass of the target species and the volume per sample did not impact detectability, the number of field replicates and number of samples from each replicate were positively related to detection. Additionally, increased number of PCR replicates and increased primer specificity significantly increased detectability. Accordingly, we advocate for increased use of occupancy modelling as a method to incorporate effects of sampling effort and PCR sensitivity in eDNA study design. Based on simulation results and the hierarchical nature of occupancy models, we suggest that field replicates, as opposed to molecular replicates, result in better detection probabilities of target species.","Purdue Univ, Dept Forestry & Nat Resources, 715 W State St, W Lafayette, IN 47907 USA",Purdue University System,1755-098X,JUL,2016,16,4,837,844,10.1111/1755-0998.12531,,WOS:000383281100001,"['Times Cited in Web of Science Core Collection:  33', 'Total Times Cited:  34', 'Cited Reference Count:  28']",,0,,0,39
14,JOUR,"['Buxton, AS', 'Groombridge, JJ', 'Griffiths, RA']",Is the detection of aquatic environmental DNA influenced by substrate type?,PLOS ONE,English,"['ESTIMATING SITE OCCUPANCY', 'GREAT CRESTED NEWT', 'PCR-INHIBITION', 'ANCIENT DNA', 'EDNA', 'PERSISTENCE', 'AMPHIBIANS', 'SEDIMENTS', 'ACCOUNT', 'DESIGN']","The use of environmental DNA (eDNA) to assess the presence-absence of rare, cryptic or invasive species is hindered by a poor understanding of the factors that can remove DNA from the system. In aquatic systems, eDNA can be transported out either horizontally in water flows or vertically by incorporation into the sediment. Equally, eDNA may be broken down by various biotic and abiotic processes if the target organism leaves the system. We use occupancy modelling and a replicated mesocosm experiment to examine how detection probability of eDNA changes once the target species is no longer present. We hypothesise that detection probability falls faster with a sediment which has a large number of DNA binding sites such as topsoil or clay, over lower DNA binding capacity substrates such as sand. Water removed from ponds containing the target species (the great crested newt) initially showed high detection probabilities, but these fell to between 40% and 60% over the first 10 days and to between 10% and 22% by day 15: eDNA remained detectable at very low levels until day 22. Very little difference in detection was observed between the control group (no substrate) and the sand substrate. A small reduction in detection probability was observed between the control and clay substrates, but this was not significant. However, a highly significant reduction in detection probability was observed with a topsoil substrate. This result is likely to have stemmed from increased levels of PCR inhibition, suggesting that incorporation of DNA into the sentiment is of only limited importance. Surveys of aquatic species using eDNA clearly need to take account of substrate type as well as other environmental factors when collecting samples, analysing data and interpreting the results.","Univ Kent, Sch Anthropol & Conservat, Durrell Inst Conservat & Ecol, Marlowe Bldg, Canterbury, Kent, England",University of Kent,1932-6203,16-Aug,2017,12,8,,,10.1371/journal.pone.0183371,,WOS:000407672200086,"['Times Cited in Web of Science Core Collection:  58', 'Total Times Cited:  69', 'Cited Reference Count:  55']",e0183371,0,,0,40
